3.198000000000000000e+04 8.140000000000000568e+00 8.949999999999999289e+00 9.550000000000000711e+00
3.198100000000000000e+04 8.210000000000000853e+00 8.990000000000000213e+00 9.570000000000000284e+00
3.198200000000000000e+04 8.310000000000000497e+00 9.039999999999999147e+00 9.599999999999999645e+00
3.198500000000000000e+04 8.339999999999999858e+00 9.070000000000000284e+00 9.619999999999999218e+00
3.198600000000000000e+04 8.349999999999999645e+00 9.080000000000000071e+00 9.640000000000000568e+00
3.198700000000000000e+04 8.369999999999999218e+00 9.070000000000000284e+00 9.630000000000000782e+00
3.198800000000000000e+04 8.300000000000000711e+00 9.109999999999999432e+00 9.640000000000000568e+00
3.198900000000000000e+04 8.289999999999999147e+00 9.130000000000000782e+00 9.689999999999999503e+00
3.199200000000000000e+04 8.470000000000000639e+00 9.269999999999999574e+00 9.830000000000000071e+00
3.199300000000000000e+04 8.460000000000000853e+00 9.269999999999999574e+00 9.839999999999999858e+00
3.199400000000000000e+04 8.380000000000000782e+00 9.189999999999999503e+00 9.740000000000000213e+00
3.199500000000000000e+04 8.369999999999999218e+00 9.210000000000000853e+00 9.759999999999999787e+00
3.199600000000000000e+04 8.410000000000000142e+00 9.199999999999999289e+00 9.730000000000000426e+00
3.199900000000000000e+04 8.419999999999999929e+00 9.210000000000000853e+00 9.759999999999999787e+00
3.200000000000000000e+04 8.339999999999999858e+00 9.179999999999999716e+00 9.750000000000000000e+00
3.200100000000000000e+04 8.339999999999999858e+00 9.179999999999999716e+00 9.750000000000000000e+00
3.200200000000000000e+04 8.269999999999999574e+00 9.119999999999999218e+00 9.640000000000000568e+00
3.200300000000000000e+04 8.279999999999999361e+00 9.080000000000000071e+00 9.589999999999999858e+00
3.200600000000000000e+04 8.279999999999999361e+00 9.080000000000000071e+00 9.570000000000000284e+00
3.200700000000000000e+04 8.369999999999999218e+00 9.220000000000000639e+00 9.740000000000000213e+00
3.200800000000000000e+04 8.419999999999999929e+00 9.250000000000000000e+00 9.779999999999999361e+00
3.200900000000000000e+04 8.359999999999999432e+00 9.240000000000000213e+00 9.740000000000000213e+00
3.201000000000000000e+04 8.369999999999999218e+00 9.240000000000000213e+00 9.769999999999999574e+00
3.201300000000000000e+04 8.410000000000000142e+00 9.230000000000000426e+00 9.779999999999999361e+00
3.201400000000000000e+04 8.369999999999999218e+00 9.210000000000000853e+00 9.730000000000000426e+00
3.201500000000000000e+04 8.460000000000000853e+00 9.240000000000000213e+00 9.789999999999999147e+00
3.201600000000000000e+04 8.570000000000000284e+00 9.369999999999999218e+00 9.919999999999999929e+00
3.201700000000000000e+04 8.699999999999999289e+00 9.429999999999999716e+00 1.001999999999999957e+01
3.202000000000000000e+04 8.669999999999999929e+00 9.400000000000000355e+00 1.000000000000000000e+01
3.202100000000000000e+04 8.699999999999999289e+00 9.460000000000000853e+00 1.005000000000000071e+01
3.202200000000000000e+04 8.900000000000000355e+00 9.660000000000000142e+00 1.025999999999999979e+01
3.202300000000000000e+04 8.929999999999999716e+00 9.650000000000000355e+00 1.026999999999999957e+01
3.202400000000000000e+04 9.009999999999999787e+00 9.699999999999999289e+00 1.028999999999999915e+01
