9.970126253963921270e-01,9.723685459633066852e-01,1.026946693738874261e+00,9.903614440541476105e-01,9.680683733589920958e-01,1.009255688986266275e+00,1.032205359032965175e+00,9.667413672333649011e-01
9.939891939083258521e-01,9.680480352302760494e-01,1.017948073029632416e+00,1.020198338489681555e+00,9.675138345493332626e-01,9.932959016781991446e-01,1.008034050482998989e+00,1.010672872633235686e+00
1.004340862768853260e+00,9.581287453646545327e-01,1.042785677617675155e+00,1.035971082109126362e+00,9.775186565107971681e-01,1.021572061150161081e+00,1.077932768314535661e+00,1.090178890886205565e+00
9.817905550769137069e-01,9.560095781961917005e-01,1.030094914379950932e+00,1.034578444617564097e+00,9.479650829013297475e-01,1.047992891434086804e+00,1.059878275549255067e+00,1.048035882159991550e+00
9.846781599666367679e-01,9.468470387641074737e-01,1.042224158315175897e+00,1.035999695212961313e+00,9.457347857399286406e-01,1.075669516078413990e+00,1.040204051685100106e+00,9.903125591990260546e-01
9.886371776735145556e-01,9.749619289235658126e-01,1.043150710620959654e+00,1.044068308115570609e+00,9.595717292998643400e-01,1.066662239988960481e+00,9.901862410813008220e-01,9.663480640195640792e-01
9.980482045526842816e-01,9.761101381615057138e-01,1.031470172640707395e+00,1.080696809317189144e+00,9.387909085766443784e-01,1.033041155284866841e+00,1.060464541860711929e+00,1.000651012449807142e+00
9.876647355909119463e-01,9.805711178982251530e-01,1.045336738553814149e+00,1.066336676954344531e+00,9.632472375491527572e-01,1.076194856113380505e+00,1.119537709026967365e+00,1.033140294443465113e+00
9.814240206891191587e-01,9.868592458516394217e-01,1.049688672964170788e+00,1.043685446529737826e+00,9.596914694417789660e-01,1.079431266920017674e+00,1.149082947007821875e+00,1.085544006047574284e+00
9.689559043391007265e-01,9.778893365397992588e-01,1.048769520760038709e+00,1.037076291195766276e+00,9.840327791090009990e-01,1.022988338354986038e+00,1.114515800322973593e+00,1.130962941606035388e+00
9.597830077253964864e-01,9.702117304263427888e-01,1.032423821907139772e+00,1.032247036136652252e+00,1.003709153151354005e+00,1.070339014709614789e+00,1.094185228986692016e+00,1.181936207955349927e+00
9.686114385470619981e-01,9.671527245071238621e-01,1.052513845386432889e+00,1.037173966801867131e+00,9.769166574782192081e-01,1.105023576758371817e+00,1.101812985626818620e+00,1.269883255777763509e+00
9.903512298259919966e-01,9.761798880181876692e-01,1.021926762548892142e+00,1.051301730897375331e+00,9.701045731564538199e-01,1.118066933277007680e+00,1.060245408979722859e+00,1.227692095782509485e+00
1.001223349334529722e+00,9.720307812922514001e-01,9.979559752429889574e-01,1.061255246966275045e+00,9.316139701894265990e-01,1.125367529115584908e+00,1.063510691882758374e+00,1.229520372223361635e+00
9.850628088607394917e-01,9.957558121299668885e-01,9.939064250273337287e-01,1.035306983505734246e+00,9.389663225390790791e-01,1.157666269444637797e+00,1.081696892331173387e+00,1.202571697564141173e+00
9.897381536709723981e-01,1.006246223232071024e+00,9.908258250033000758e-01,1.068879840159022487e+00,9.564642527413802497e-01,1.163435063311481832e+00,1.066289596723689614e+00,1.194337124472044209e+00
9.929782529777387845e-01,1.016226183632790381e+00,9.968307619519152230e-01,1.055003156655614394e+00,9.344571113604740464e-01,1.135541885775322113e+00,1.050732757826679631e+00,1.216145278163581311e+00
9.963060191443402491e-01,1.032500760114988259e+00,9.999092906555951954e-01,1.039980726788986010e+00,9.284688652601789105e-01,1.183695972260022211e+00,1.110948972990776662e+00,1.196886511033990574e+00
9.992371314153452033e-01,1.036474375402097303e+00,1.003200268118846328e+00,1.036617253954346785e+00,9.629342345500390143e-01,1.200077890487929233e+00,1.106246584602709859e+00,1.222080047314960005e+00
9.986234156068840573e-01,1.054450506859532455e+00,9.960741374334540765e-01,1.048976420666352771e+00,9.681082382475454384e-01,1.170622331940680327e+00,1.048394647191512652e+00,1.168676081544287149e+00
9.901371792625943691e-01,1.074606864809597218e+00,9.833944993945438195e-01,1.063742259551542224e+00,9.851755321639916740e-01,1.176864293356945534e+00,1.044519196035225583e+00,1.172168442952332246e+00
